0.8349528,1.8131554,1.5520956
0.7952848,1.6304348,1.4498421
0.7923372,1.4269440,1.3727002
0.8296918,1.2348417,1.3514772
0.9044615,1.0506129,1.3396244
1.0118144,0.8859384,1.3442143
1.1493944,0.7433245,1.3254227
1.3126413,0.6319209,1.2639819
1.4981052,0.5641924,1.2620681
1.6937255,0.5506258,1.3462153
1.8827947,0.5956738,1.4377756
2.0489815,0.6908614,1.5316378
2.1990288,0.8169537,1.6210839
2.3271815,0.9654946,1.7043478
2.4342234,1.1337219,1.7851455
2.5164775,1.3140312,1.8634028
2.5749368,1.5042027,1.9443409
2.6088850,1.6915115,1.9717213
2.6243062,1.8881313,1.8380537
2.6224360,2.0726491,1.6690854
2.5938742,2.2768965,1.4816618
2.5346333,2.4663585,1.2612520
2.4303269,2.6339409,1.1511781
2.2769573,2.7558420,1.2782047
2.0951486,2.8261114,1.3656412
1.9003476,2.8454467,1.3866753
1.7065672,2.8156321,1.4492500
1.5241735,2.7423582,1.5565874
1.3587119,2.6298895,1.6599494
1.2205453,2.4921992,1.7604655
1.1004708,2.3270043,1.8572133
1.0058839,2.1619554,1.8732000
0.9163541,1.9969575,1.7540636
0.8349528,1.8131554,1.5520956
